[DATETIME_KEY],AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,BCHEUR,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURHUF,EURJPY,EURNZD,EURPLN,EURRUB,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,GOLD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,PLATINUM,SILVER,USDCAD,USDCHF,USDCNH,USDCZK,USDJPY,USDMXN,USDPLN,USDRON,USDRUB,WTI
2020.12.10T12:18:00,1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-2,-2,-1,-2,-1,-1,-1,-1,-1,-2,-1,2,1,2,1,1,1,1,1,2,-1
2020.12.10T12:19:00,-1,-2,-2,-1,-2,-2,-2,-2,1,2,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-2,-1,2,-1,1,-1,-1,2,-1,-1,-1,2
2020.12.10T12:20:00,1,2,1,-1,2,1,2,1,-1,-2,-1,-1,-1,1,-1,-2,-1,-2,-1,-1,-1,1,-1,-1,1,-1,1,2,1,2,1,-1,-2,1,2,1,-1,-2,1,1,-2,1
2020.12.10T12:21:00,-2,-1,-1,-1,-2,1,2,2,1,1,-1,-1,-1,2,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-2,-2,-1,-1,-1,-1,-2,-2,1,-2,1,1,2,1,1,-1,-1
2020.12.10T12:22:00,-2,-1,-1,-1,-1,1,2,2,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,-2,-1,-1,-1,1,-1,-2,1,1,-1,1,-1,1,-1,1,-1
2020.12.10T12:23:00,1,1,2,1,2,1,-1,2,1,-1,1,1,1,-2,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,2,1,1,1,-1,-1,-2,-1,2,-1,-1,-1,-2,-1
2020.12.10T12:24:00,-2,-1,-1,-1,-2,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-2,-1,2,1,1,1,2,1,-1,-1,-1,-1,-2,1,-1,1,1,1,-1,1,-1,1,1,-2,-1
2020.12.10T12:25:00,1,2,-1,-1,1,1,1,-1,-2,-2,-1,-1,-2,-1,-1,-2,1,-1,-1,1,1,2,1,1,1,1,1,2,-1,1,1,1,1,2,1,1,-1,2,2,1,1,-1
2020.12.10T12:26:00,2,1,1,-1,2,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020.12.10T12:27:00,1,-2,1,1,2,1,-2,2,2,-1,-1,-2,1,-1,1,-1,-1,1,1,-1,-1,-2,-1,-1,1,2,1,-1,2,2,2,2,-2,-2,-1,-1,1,-2,-1,1,-1,-1
2020.12.10T12:28:00,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-2,-1,1,1,-1,-1,1,1,-1,2,-1
2020.12.10T12:29:00,1,1,1,1,1,-2,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,1,1,-1,-2,-2,1,1,2,-1,1,1,1,1,-1,1
2020.12.10T12:30:00,-1,-2,-1,-2,-2,2,-1,-1,1,1,1,1,-1,-1,1,-1,-1,2,1,1,1,1,1,-1,1,2,2,1,1,1,1,2,1,-1,-2,-1,-1,1,-1,-1,2,-1
2020.12.10T12:31:00,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-2,1,-1,-1,1,-1,-1,2,2,2,2,2,2,2,-1,1,-1,1,1,1,-1,-1,-2,1,-1,-1,1,1,-1,-1
2020.12.10T12:32:00,1,1,2,1,1,2,-1,1,1,1,1,1,2,-1,1,1,-1,1,1,-2,-2,-2,-2,-2,-2,2,-1,-1,1,1,2,2,-1,-1,-1,-1,1,-2,-1,-1,-1,-1
2020.12.10T12:33:00,-1,1,1,2,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-2,-2,-1,-2,-1,-1,-1,-1,-2,-1,-1,1,1,1,1,2,2,1,1,2,-1
2020.12.10T12:34:00,-2,-2,-2,2,-2,2,1,1,-1,1,-2,-2,2,1,-1,1,-1,1,-1,-1,-2,-2,-2,-1,-2,1,-2,-2,-2,-2,-2,-1,-1,1,2,1,1,1,1,1,2,-2
2020.12.10T12:35:00,1,-2,1,1,1,-1,-2,1,2,-1,-1,-2,1,1,1,1,-1,1,1,-1,-1,-2,-1,-1,-1,2,-1,-2,1,1,2,2,-1,-2,-1,-1,1,-1,-1,-1,-1,2
2020.12.10T12:36:00,2,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,-1,-1,-1,1,2,-1,-1,1,1,1,-1
2020.12.10T12:37:00,-2,-2,-1,1,-2,-1,1,2,1,1,-1,1,2,-1,1,2,-1,-2,-1,-1,-2,-2,-1,-1,-2,1,-2,-2,-1,-2,2,2,-1,1,-1,1,2,-1,-1,1,-2,-1
2020.12.10T12:38:00,-2,1,-1,2,-2,1,2,1,-1,1,-1,1,2,-1,-1,1,1,1,-1,-1,-2,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,1,2,2,1,1,1,1,1,1,-1
2020.12.10T12:39:00,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1
2020.12.10T12:40:00,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-2,-1,-2,-1,-1,-2,-1,-1,-1,1,1,-1,-1,-1,-1,2,2,2,1,1,1,1,1,-2,-1
2020.12.10T12:41:00,-2,-1,1,-1,1,2,1,2,1,1,-1,-1,-2,-1,1,-1,-1,1,1,2,1,2,2,2,2,1,-1,-1,1,2,2,1,-2,-1,-2,-1,-1,-2,-1,-1,1,1
2020.12.10T12:42:00,-2,-2,-2,-2,-2,-2,-1,-2,-1,1,1,-1,-2,1,-1,1,1,2,-1,2,2,2,2,2,2,1,1,-2,-2,-2,2,1,2,1,1,1,-1,1,1,1,1,-1
2020.12.10T12:43:00,-2,-2,-1,1,-2,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,2,-1,-1,-1,-2,-2,-1,-2,1,-2,-2,-2,-2,-2,-1,2,1,1,1,1,2,1,1,2,-2
2020.12.10T12:44:00,2,2,1,-1,2,-2,-1,1,1,-2,1,-1,-1,-1,-1,-2,-1,1,1,1,2,2,2,-1,2,-1,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
2020.12.10T12:45:00,-1,-1,-1,2,-2,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-2,-1,-1,-1,-1,-1,1,-1,-2,-2,-2,-1,-2,-2,-1,2,1,2,1,2,2,1,1,-1,1
2020.12.10T12:46:00,-1,2,1,1,1,1,2,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,-1,1,-1,1,-1,1,-2,1,-1,-1,-2,-1,-1,1,-1,2
2020.12.10T12:47:00,-1,1,2,-2,2,2,1,2,1,-1,-1,-1,-1,-1,1,-2,1,-1,1,1,1,1,2,-1,2,2,2,2,2,2,2,2,-2,-2,-1,-1,-1,-2,-1,-1,-2,-1
2020.12.10T12:48:00,-1,-1,-1,2,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1,1,-1,-1,-2,-2,-2,-1,-2,1,-2,-2,-1,-2,-1,-1,1,1,2,1,1,2,1,1,2,1
2020.12.10T12:49:00,-1,2,1,-2,2,1,2,2,-1,1,1,2,-1,-1,1,-1,-1,-1,1,1,-1,2,1,-1,1,2,2,2,2,2,2,2,-2,1,-2,-1,-1,-2,-1,-1,-2,-1
2020.12.10T12:50:00,1,2,1,-1,2,1,2,1,-1,-1,-1,2,-2,1,1,-1,-1,-1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,-2,1,-1,-1,-1,1,-1,-1,-2,2
2020.12.10T12:51:00,2,2,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,2,1,1,-1,-1,2,2,2,1,2,1,1,1,1,1,1,1
2020.12.10T12:52:00,-1,-1,-1,2,-1,1,1,1,-1,-1,-1,-2,-2,1,-1,1,-1,-1,-1,1,1,1,1,2,1,-2,-2,-2,-2,-2,-1,2,-1,1,1,1,1,1,1,1,1,-1
2020.12.10T12:53:00,-1,-1,1,-2,1,-1,1,2,1,1,1,1,1,1,1,1,1,-2,1,-1,-1,-1,1,-1,1,2,-1,1,2,2,-1,2,-2,-1,-2,-1,-1,-2,-1,-1,-2,2
2020.12.10T12:54:00,-2,-1,-2,1,-2,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,-2,-1,-1,-2,-2,-2,-2,2,1,1,1,1,2,1,1,2,2
2020.12.10T12:55:00,-1,-1,-1,2,-1,-2,-1,1,1,1,-1,1,-1,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,-2,-1,-2,-1,-1,1,-2,1,1,1,1,-1,1,1,-1,2,1
2020.12.10T12:56:00,1,2,2,-2,2,2,1,1,-1,-2,-1,-1,1,1,-1,-2,1,-2,-1,-2,-1,-1,-1,-2,-1,-1,2,2,2,2,1,-1,-1,-1,-1,1,1,-2,1,1,-1,-2
2020.12.10T12:57:00,-2,-1,-1,-1,-2,-2,2,-1,-1,1,-1,1,1,-2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,1,-1,-1,-2,-1,1,1,1,1,1,-2,1,1,-1,-1
2020.12.10T12:58:00,-1,-2,-1,-2,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2020.12.10T12:59:00,-1,2,-1,1,-2,1,2,-1,-2,-1,-1,2,-1,-1,-1,1,-1,2,-1,1,-1,2,-1,1,-1,-2,-1,2,-2,-2,-2,-2,2,2,2,1,1,2,1,1,2,-1
2020.12.10T13:00:00,-2,-2,-1,-2,-1,-1,-1,-1,1,1,1,1,2,-1,1,1,-1,2,1,-1,-2,-2,-2,-2,-1,2,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,2,-1,-1,2,-1
2020.12.10T13:01:00,2,1,1,1,1,1,-2,-1,1,-1,1,1,-1,-2,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-2,2,-1,1,-1,1,-1,-1,-1,-1,1
2020.12.10T13:02:00,-2,-2,-2,-2,-2,-1,-1,1,1,2,-1,-1,-1,1,1,1,1,-1,1,2,1,1,2,1,1,2,-1,-1,-1,-1,2,2,-1,-1,-2,-1,1,-2,-1,-1,-1,-1
2020.12.10T13:03:00,-1,1,-1,2,-2,2,2,-1,-2,-2,-2,-1,-1,-1,-2,-1,1,1,-2,-1,-1,-1,-2,-1,-2,-2,-2,1,-2,-2,-2,-2,2,2,2,2,1,2,1,1,2,-1
2020.12.10T13:04:00,2,2,2,2,2,1,-1,2,1,-2,-1,-1,2,2,1,-1,-1,-1,1,-2,-2,-2,-1,-2,-1,1,1,1,2,2,1,-1,-2,-1,-2,-1,1,-2,-1,-1,-2,1
2020.12.10T13:05:00,-1,1,-1,2,-1,2,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-2,-1,1,-1,1,1,1,-1,-1,-2,-1,-1,-2,2,-1,1,1,-1,1,1,1,1,1,-2,2
2020.12.10T13:06:00,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,1,1,2,1,1,-2,-1,-1,1,-1,-2,-2,1,1,-1,1,1,-1,1,1,-1,-2
2020.12.10T13:07:00,1,1,1,1,1,1,1,-1,-1,1,1,2,1,-2,1,1,-1,-2,1,-1,1,1,1,1,1,2,-1,1,-1,1,2,1,-1,-1,1,-1,-1,1,-1,-1,-2,2
2020.12.10T13:08:00,1,1,1,2,1,2,1,1,-1,1,1,2,-1,-1,1,1,-1,-2,1,1,1,2,2,2,1,-2,-1,1,1,-1,-2,-2,-1,1,-1,-1,1,-2,-1,-1,-2,2
2020.12.10T13:09:00,1,-1,-1,2,-1,2,-1,-1,-1,1,1,-1,1,-2,-1,1,-1,2,-1,-2,-1,-2,-2,-1,-2,-1,-1,-2,-2,-2,-1,1,2,1,2,1,1,2,1,1,2,-2
2020.12.10T13:10:00,1,2,1,1,1,-2,2,1,-1,-1,-1,2,-1,-1,1,-1,1,-1,1,1,1,2,2,1,1,-1,-1,1,1,1,1,1,-2,1,-1,-1,-1,-2,1,1,-2,2
2020.12.10T13:11:00,2,-2,2,2,2,1,-2,1,2,-1,1,-2,1,-1,1,1,1,1,1,-1,-1,-2,-1,1,-1,-1,-1,-2,-1,1,-1,-2,-1,-2,1,-1,1,2,1,-1,1,-1
2020.12.10T13:12:00,2,2,2,1,2,-1,1,2,1,-2,-1,-1,2,-2,1,-2,-2,-1,1,-2,-2,-2,-2,-2,-2,1,1,2,2,2,-1,-1,-2,-1,1,-1,1,-1,-1,-1,-2,-1
2020.12.10T13:13:00,1,-1,-1,-2,-1,1,-1,-2,-1,1,1,1,-1,1,-1,-1,-2,1,-1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,-1,1,2,-2
2020.12.10T13:14:00,1,2,1,-1,1,-1,2,1,-1,-2,-1,1,1,-1,-1,-2,1,-1,-1,-2,-2,-1,-2,-2,-2,-1,1,2,1,1,-2,-1,1,1,1,1,1,2,1,1,-1,-2
2020.12.10T13:15:00,1,1,1,-1,1,-1,-1,1,1,-1,-1,-2,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-2,1,1,1,1,-1,-2,-1,-1,-2,1,-1,-2,1,1,2,1
2020.12.10T13:16:00,2,2,1,1,2,1,1,-1,-1,-1,1,2,-1,1,1,-1,-2,1,1,-1,1,2,1,-1,1,1,2,2,1,2,1,-2,1,1,-2,-1,-1,-2,-1,-1,-1,-2
2020.12.10T13:17:00,2,-1,-1,-2,1,1,-2,-1,-1,1,1,1,-2,-1,-1,-1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,-1,1,-1,-2,-2,-1,-1,1,-1
2020.12.10T13:18:00,-2,-2,-2,1,-2,-1,-1,-2,-1,1,1,-1,2,-1,-1,2,-1,2,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,1,2,1,2,1,-1,2,1,1,2,-2
2020.12.10T13:19:00,1,2,-1,-2,1,-1,1,-2,-2,1,1,1,-1,1,-1,-1,-1,2,1,1,1,2,1,1,1,2,1,2,-1,1,-1,2,-1,1,-1,-1,-2,-1,-1,-1,2,-1
2020.12.10T13:20:00,2,2,2,1,2,1,2,2,-1,-2,-1,1,-2,1,1,-2,-1,-1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,-2,-1,1,1,-1,-2,-1,-1,-2,1
2020.12.10T13:21:00,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-2,-1,-2,-1,-2,-1,-2,1,1,1,1,1,1,1,1,1,-1
2020.12.10T13:22:00,2,2,1,1,2,1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,2,2,1,1,2,1,2,-1,-1,-1,1,-1,-1,-1,-1,-2,1
2020.12.10T13:23:00,-2,-1,1,-1,-1,-2,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1
2020.12.10T13:24:00,1,-1,1,2,1,1,-2,1,1,-1,1,-1,1,-1,1,2,1,-2,1,-1,-1,-2,-1,1,-1,-2,-2,-2,-1,-1,-1,-2,1,-1,1,-1,1,-2,1,-1,1,2
2020.12.10T13:25:00,1,1,-1,2,-1,-2,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,2,-1,-1,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,-1,-2,2,1,1,1,1,2,1,1,2,-1
2020.12.10T13:26:00,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,2,-1,1,-1,-1,-1
2020.12.10T13:27:00,-1,1,1,2,-1,-1,1,1,1,-1,-1,-1,2,-1,-1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,-1,-2,-2,-1,1,-1,1,1,2,1,1,1,-1
2020.12.10T13:28:00,-1,-2,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,2,-1,-1,-1,-2,-1,1,-1,1,-2,-2,-2,-2,2,2,2,-1,1,2,1,2,1,-1,2,-1
2020.12.10T13:29:00,1,2,1,-1,1,1,2,1,-1,-1,-1,1,-2,-1,-1,-1,-1,-2,-1,1,1,2,1,1,1,-1,1,2,1,1,-1,-1,-1,2,1,-2,1,1,-1,1,-1,-1
2020.12.10T13:30:00,1,2,2,-2,2,1,2,2,1,-1,1,2,-1,1,1,-1,-2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,-2,-1,-2,-1,1,-2,-2,-1,-1,-1
2020.12.10T13:31:00,-2,-2,-1,-1,-1,1,-1,1,1,1,-1,-2,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,1,1,1,-2,1,1,2,-1
2020.12.10T13:32:00,-2,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,2,1,1,-1,1,1,-1,-1
2020.12.10T13:33:00,-2,-2,-2,-2,-2,1,-1,-2,-1,1,1,1,1,-2,-1,1,-1,2,-1,1,1,-1,-1,1,-1,-1,-1,-2,-2,-2,-1,-1,2,1,2,1,-1,2,1,1,2,-2
2020.12.10T13:34:00,-1,-1,-1,1,-1,2,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,2,1,1,1,1,1,1,-1
2020.12.10T13:35:00,-2,-2,-2,-2,-2,-1,1,1,-1,2,-1,-1,1,1,-1,1,1,2,-1,1,-1,-1,-1,1,-1,2,-2,-2,-2,-2,1,1,1,1,2,1,1,2,1,1,2,1
2020.12.10T13:36:00,-1,-1,-1,-1,-2,1,-1,-1,-1,1,1,1,-1,-1,1,1,2,-2,-1,2,2,2,1,1,1,-1,1,-1,-1,-2,-1,-2,2,1,1,1,1,1,2,-1,-2,1
2020.12.10T13:37:00,-1,1,-1,-2,-1,-1,1,-2,-1,1,1,1,1,1,-1,-1,-1,2,-1,-1,-1,-1,-2,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,2,-1,1,2,-1
2020.12.10T13:38:00,-1,-1,-1,2,-2,1,1,-1,-1,1,1,1,-1,1,1,2,-1,1,1,2,1,1,1,2,1,1,-2,-2,-2,-2,1,1,2,1,1,-1,1,2,-1,1,1,-1
